PaymentType,MerchantReferenceId,MerchantOrderId,OriginalMerchantReferenceId,OriginalTransactionId,OriginalTransactionDate,PhonePeReferenceId,TransactionUTR,StoreId,StoreName,TerminalId,TerminalName,From,Instrument,CreationDate,TransactionDate,SettlementDate,BankReferenceNo,Amount,Fee,IGST,CGST,SGST
PAYMENT,TX1765368964177,VS251210327-MI1765368964177,,,,T2512101746116183470894,251148439481,Goa-VS251210327,Goa-VS251210327,2840309204-VSD62A,2840309204-VSD62A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 05:46:15 PM,11-12-2025,AXNPN34554189917,13.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765339919393,VS251209253-MI1765339919393,,,,T2512100942082877087475,115401488233,Goa-VS251209253,Goa-VS251209253,2840304442-VSDEV39A,2840304442-VSDEV39A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 09:42:08 AM,11-12-2025,AXNPN34554189917,48.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765347557951,MA251209428-MI1765347557951,,,,T2512101150031804926712,534418638396,Goa-MA251209428,Goa-MA251209428,2840854690-MBEV76A76,2840854690-MBEV76A76,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 11:50:03 AM,11-12-2025,AXNPN34554189917,25.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765366501565,PN251209494-MI1765366501565,,,,T2512101705169810312306,571081501421,Goa-PN251209494,Goa-PN251209494,2840303626-32A32,2840303626-32A32,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 05:05:17 PM,11-12-2025,AXNPN34554189917,50.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765335385822,VS251209254-MI1765335385822,,,,T2512100826342323747450,115398566629,Goa-VS251209254,Goa-VS251209254,2840318359-VSD28A28,2840318359-VSD28A28,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 08:26:34 AM,11-12-2025,AXNPN34554189917,43.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765374602845,MA251210446-MI1765374602845,,,,T2512101920164621505501,571016435091,Goa-MA251210446,Goa-MA251210446,2840305350-MBEV79A79,2840305350-MBEV79A79,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 07:20:16 PM,11-12-2025,AXNPN34554189917,35.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765352574959,MA251210344-MI1765352574959,,,,T2512101313101709372303,409119362431,Goa-MA251210344,Goa-MA251210344,2840840920-MBEV78A78,2840840920-MBEV78A78,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 01:13:15 PM,11-12-2025,AXNPN34554189917,25.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765353527967,PN251210179-MI1765353527967,,,,T2512101329056494425562,534434845670,Goa-PN251210179,Goa-PN251210179,2840844423-EV36A36,2840844423-EV36A36,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 01:29:05 PM,11-12-2025,AXNPN34554189917,96.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765327224132,MA251209320-MI1765327224132,,,,T2512100610372074422363,534424918459,Goa-MA251209320,Goa-MA251209320,2840308277-MB15A16,2840308277-MB15A16,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:10:37 AM,11-12-2025,AXNPN34554189917,74.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765331810672,MA251209366-MI1765331810672,,,,T2512100727052777744327,132488417778,Goa-MA251209366,Goa-MA251209366,2840308665-MBEV83A83,2840308665-MBEV83A83,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 07:27:08 AM,11-12-2025,AXNPN34554189917,35.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765367667713,MA251209430-MI1765367667713,,,,T2512101724422824658144,017513492016,Goa-MA251209430,Goa-MA251209430,2840304453-MB57A57,2840304453-MB57A57,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 05:24:46 PM,11-12-2025,AXNPN34554189917,28.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765372499260,PN251210323-MI1765372499260,,,,T2512101845112606526610,682525210584,Goa-PN251210323,Goa-PN251210323,2840303718-EV91A91,2840303718-EV91A91,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:45:16 PM,11-12-2025,AXNPN34554189917,75.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765360047739,VS251210245-MI1765360047739,,,,T2512101518075085115577,534476859491,Goa-VS251210245,Goa-VS251210245,2840304309-VSD9A10,2840304309-VSD9A10,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 03:18:07 PM,11-12-2025,AXNPN34554189917,232.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765363684565,PN251210179-MI1765363684565,,,,T2512101618207648533819,115421300108,Goa-PN251210179,Goa-PN251210179,2840844423-EV36A36,2840844423-EV36A36,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 04:18:20 PM,11-12-2025,AXNPN34554189917,48.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765367276361,MA251210344-MI1765367276361,,,,T2512101718197182834797,695332561201,Goa-MA251210344,Goa-MA251210344,2840840920-MBEV78A78,2840840920-MBEV78A78,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 05:18:19 PM,11-12-2025,AXNPN34554189917,35.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765363160039,MA251210411-MI1765363160039,,,,T2512101609291023878269,534405285627,Goa-MA251210411,Goa-MA251210411,2840308278-MB87A87,2840308278-MB87A87,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 04:09:29 PM,11-12-2025,AXNPN34554189917,20.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765359396326,PN251210179-MI1765359396326,,,,T2512101506471116718697,571064011737,Goa-PN251210179,Goa-PN251210179,2840844423-EV36A36,2840844423-EV36A36,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 03:06:47 PM,11-12-2025,AXNPN34554189917,48.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765372325417,PN251210196-MI1765372325417,,,,T2512101842163837450569,534463662528,Goa-PN251210196,Goa-PN251210196,2840303729-EV74A74,2840303729-EV74A74,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:42:16 PM,11-12-2025,AXNPN34554189917,50.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765376664828,VS251210280-MI1765376664828,,,,T2512101954325916526939,571090837591,Goa-VS251210280,Goa-VS251210280,2840305165-VSDEV45A45,2840305165-VSDEV45A45,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 07:54:32 PM,11-12-2025,AXNPN34554189917,35.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765360752008,MA251210349-MI1765360752008,,,,T2512101529295116771893,571063908202,Goa-MA251210349,Goa-MA251210349,2840305157-MBEV35A35,2840305157-MBEV35A35,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 03:29:29 PM,11-12-2025,AXNPN34554189917,126.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765353160553,VS251210240-MI1765353160553,,,,T2512101322510280016417,534438178462,Goa-VS251210240,Goa-VS251210240,2840304447-VSDEV39A,2840304447-VSDEV39A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 01:22:51 PM,11-12-2025,AXNPN34554189917,48.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765372922626,PN251210242-MI1765372922626,,,,T2512101852292807115568,534449469782,Goa-PN251210242,Goa-PN251210242,2840852568-45A45,2840852568-45A45,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:52:29 PM,11-12-2025,AXNPN34554189917,30.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765334275188,PN251209478-MI1765334275188,,,,T2512100808062762229194,945779175750,Goa-PN251209478,Goa-PN251209478,2840308375-33A,2840308375-33A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 08:08:09 AM,11-12-2025,AXNPN34554189917,39.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765359549750,VS251210337-MI1765359549750,,,,T2512101509319381031486,534478447165,Goa-VS251210337,Goa-VS251210337,2840305505-VSD58A58,2840305505-VSD58A58,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 03:09:31 PM,11-12-2025,AXNPN34554189917,20.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765331348272,VS251209354-MI1765331348272,,,,T2512100719291214629568,525795392883,Goa-VS251209354,Goa-VS251209354,2840309204-VSD62A,2840309204-VSD62A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 07:19:32 AM,11-12-2025,AXNPN34554189917,70.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765335905984,PN251209225-MI1765335905984,,,,T2512100835133721437203,859587189775,Goa-PN251209225,Goa-PN251209225,2840844423-EV36A36,2840844423-EV36A36,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 08:35:17 AM,11-12-2025,AXNPN34554189917,96.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765370788712,VS251210237-MI1765370788712,,,,T2512101816342676644909,192075025775,Goa-VS251210237,Goa-VS251210237,2840304155-VSD28A28,2840304155-VSD28A28,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:16:36 PM,11-12-2025,AXNPN34554189917,43.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765372565829,PS251209514-MI1765372565829,,,,T2512101846158038773851,115430915655,Goa-PS251209514,Goa-PS251209514,2840305130-Y12,2840305130-Y12,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:46:15 PM,11-12-2025,AXNPN34554189917,20.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765334688292,MA251209413-MI1765334688292,,,,T2512100814573944645037,115398205871,Goa-MA251209413,Goa-MA251209413,2840309010-MB57A57,2840309010-MB57A57,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 08:14:57 AM,11-12-2025,AXNPN34554189917,28.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765356629511,PN251210366-MI1765356629511,,,,T2512101420356753089014,997289650322,Goa-PN251210366,Goa-PN251210366,2840308370-EV37A37,2840308370-EV37A37,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 02:20:38 PM,11-12-2025,AXNPN34554189917,26.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765343202537,VS251209491-MI1765343202537,,,,T2512101037055395000833,534457007058,Goa-VS251209491,Goa-VS251209491,2840305532-VSD21A,2840305532-VSD21A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 10:37:05 AM,11-12-2025,AXNPN34554189917,25.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765340031110,PO251208358-MI1765340031110,,,,T2512100944059641208285,571056754539,Goa-PO251208358,Goa-PO251208358,2840308681-PR61A61,2840308681-PR61A61,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 09:44:06 AM,11-12-2025,AXNPN34554189917,17.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765365036370,PO251208358-MI1765365036370,,,,T2512101640518148326077,115422479777,Goa-PO251208358,Goa-PO251208358,2840308681-PR61A61,2840308681-PR61A61,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 04:40:51 PM,11-12-2025,AXNPN34554189917,17.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765355741536,PN251210366-MI1765355741536,,,,T2512101405518262261806,534477251751,Goa-PN251210366,Goa-PN251210366,2840308370-EV37A37,2840308370-EV37A37,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 02:05:51 PM,11-12-2025,AXNPN34554189917,30.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765330223414,VS251209253-MI1765330223414,,,,T2512100700355425641482,534486619406,Goa-VS251209253,Goa-VS251209253,2840304442-VSDEV39A,2840304442-VSDEV39A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 07:00:35 AM,11-12-2025,AXNPN34554189917,48.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765328441976,PN251209220-MI1765328441976,,,,T2512100631078097450602,186696062865,Goa-PN251209220,Goa-PN251209220,2840249414-3A4,2840249414-3A4,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:31:15 AM,11-12-2025,AXNPN34554189917,40.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765359483530,PN251210196-MI1765359483530,,,,T2512101508178700478595,115417867531,Goa-PN251210196,Goa-PN251210196,2840303729-EV74A74,2840303729-EV74A74,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 03:08:17 PM,11-12-2025,AXNPN34554189917,26.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765365963582,MA251210413-MI1765365963582,,,,T2512101656380243234848,534465865868,Goa-MA251210413,Goa-MA251210413,2840308655-MBEV39A39,2840308655-MBEV39A39,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 04:56:38 PM,11-12-2025,AXNPN34554189917,45.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765363262090,MA251210411-MI1765363262090,,,,T2512101611169606814952,115420934710,Goa-MA251210411,Goa-MA251210411,2840308278-MB87A87,2840308278-MB87A87,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 04:11:17 PM,11-12-2025,AXNPN34554189917,15.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765370498830,PN251210179-MI1765370498830,,,,T2512101811491719188869,534437620197,Goa-PN251210179,Goa-PN251210179,2840844423-EV36A36,2840844423-EV36A36,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:11:49 PM,11-12-2025,AXNPN34554189917,48.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765342906458,VS251209254-MI1765342906458,,,,T2512101032078916526917,534435360629,Goa-VS251209254,Goa-VS251209254,2840318359-VSD28A28,2840318359-VSD28A28,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 10:32:07 AM,11-12-2025,AXNPN34554189917,43.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765357861191,VS251210327-MI1765357861191,,,,T2512101441271890150254,767887798786,Goa-VS251210327,Goa-VS251210327,2840309204-VSD62A,2840309204-VSD62A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 02:41:30 PM,11-12-2025,AXNPN34554189917,20.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765370896343,PS251209514-MI1765370896343,,,,T2512101818288596177600,534402763826,Goa-PS251209514,Goa-PS251209514,2840305130-Y12,2840305130-Y12,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:18:28 PM,11-12-2025,AXNPN34554189917,80.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765343828322,VS251209254-MI1765343828322,,,,T2512101047124804450877,330993397169,Goa-VS251209254,Goa-VS251209254,2840318359-VSD28A28,2840318359-VSD28A28,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 10:47:15 AM,11-12-2025,AXNPN34554189917,43.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765353448652,VS251210240-MI1765353448652,,,,T2512101327514649046949,534432393129,Goa-VS251210240,Goa-VS251210240,2840304447-VSDEV39A,2840304447-VSDEV39A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 01:27:51 PM,11-12-2025,AXNPN34554189917,96.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765363840127,PN251209494-MI1765363840127,,,,T2512101621015316814993,571079505904,Goa-PN251209494,Goa-PN251209494,2840303626-32A32,2840303626-32A32,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 04:21:01 PM,11-12-2025,AXNPN34554189917,90.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765370859462,MA251210269-MI1765370859462,,,,T2512101817570092212006,534485163035,Goa-MA251210269,Goa-MA251210269,2840305141-MBEV86A86,2840305141-MBEV86A86,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:17:57 PM,11-12-2025,AXNPN34554189917,20.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765361563076,VS251210237-MI1765361563076,,,,T2512101543084284450615,571006884444,Goa-VS251210237,Goa-VS251210237,2840304155-VSD28A28,2840304155-VSD28A28,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 03:43:08 PM,11-12-2025,AXNPN34554189917,43.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765329568557,MA251209358-MI1765329568557,,,,T2512100649512937153466,960268274408,Goa-MA251209358,Goa-MA251209358,2840305285-MBEV81A81,2840305285-MBEV81A81,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:49:55 AM,11-12-2025,AXNPN34554189917,20.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765339289429,MA251209397-MI1765339289429,,,,T2512100931465928776209,534438393701,Goa-MA251209397,Goa-MA251209397,2840309036-MB98A98,2840309036-MB98A98,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 09:31:46 AM,11-12-2025,AXNPN34554189917,20.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765358061282,PN251210376-MI1765358061282,,,,T2512101444425940373181,534461037732,Goa-PN251210376,Goa-PN251210376,2840305106-72A72,2840305106-72A72,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 02:44:42 PM,11-12-2025,AXNPN34554189917,25.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765379222709,MA251210446-MI1765379222709,,,,T2512102037281277750870,407851442840,Goa-MA251210446,Goa-MA251210446,2840305350-MBEV79A79,2840305350-MBEV79A79,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 08:37:31 PM,11-12-2025,AXNPN34554189917,25.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765366826835,VS251209288-MI1765366826835,,,,T2512101710443617527211,545073714147,Goa-VS251209288,Goa-VS251209288,2840303766-VS73A74,2840303766-VS73A74,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 05:10:51 PM,11-12-2025,AXNPN34554189917,52.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765374455823,PN251210179-MI1765374455823,,,,T2512101917439563244845,571087738121,Goa-PN251210179,Goa-PN251210179,2840844423-EV36A36,2840844423-EV36A36,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 07:17:44 PM,11-12-2025,AXNPN34554189917,48.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765371261862,PN251210403-MI1765371261862,,,,T2512101824512235952893,534453672691,Goa-PN251210403,Goa-PN251210403,2840852569-28A28,2840852569-28A28,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:24:51 PM,11-12-2025,AXNPN34554189917,61.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765370265223,MA251210270-MI1765370265223,,,,T2512101808005922229346,571067297206,Goa-MA251210270,Goa-MA251210270,2840304409-MBEV119A119,2840304409-MBEV119A119,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:08:00 PM,11-12-2025,AXNPN34554189917,180.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765368055200,PN251210447-MI1765368055200,,,,T2512101731090624658058,581179550809,Goa-PN251210447,Goa-PN251210447,2840318286-EV98A98,2840318286-EV98A98,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 05:31:13 PM,11-12-2025,AXNPN34554189917,60.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765348062645,VS251210245-MI1765348062645,,,,T2512101157570014849001,881454647310,Goa-VS251210245,Goa-VS251210245,2840304309-VSD9A10,2840304309-VSD9A10,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 11:58:08 AM,11-12-2025,AXNPN34554189917,1089.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765359267272,PN251210179-MI1765359267272,,,,T2512101504377411087399,571036108154,Goa-PN251210179,Goa-PN251210179,2840844423-EV36A36,2840844423-EV36A36,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 03:04:37 PM,11-12-2025,AXNPN34554189917,48.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765373744460,VS251209395-MI1765373744460,,,,T2512101906050198316179,317921352010,Goa-VS251209395,Goa-VS251209395,2840305539-VSD7A8,2840305539-VSD7A8,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 07:06:09 PM,11-12-2025,AXNPN34554189917,43.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765371603378,MA251210388-MI1765371603378,,,,T2512101830180177512527,571065688404,Goa-MA251210388,Goa-MA251210388,2840308165-MBEV40A40,2840308165-MBEV40A40,PhonePe Private Limited,UPI_WALLET_FULFILMENT,10-12-2025,10-12-2025 06:30:18 PM,11-12-2025,AXNPN34554189917,26.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765367836954,PN251210425-MI1765367836954,,,,T2512101727309866526757,115425217353,Goa-PN251210425,Goa-PN251210425,2840308319-EV71A71,2840308319-EV71A71,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 05:27:31 PM,11-12-2025,AXNPN34554189917,20.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765331401031,VS251209253-MI1765331401031,,,,T2512100720058925723718,490991363502,Goa-VS251209253,Goa-VS251209253,2840304442-VSDEV39A,2840304442-VSDEV39A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 07:20:09 AM,11-12-2025,AXNPN34554189917,96.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765332682717,MA251209428-MI1765332682717,,,,T2512100741329094658443,253719944938,Goa-MA251209428,Goa-MA251209428,2840854690-MBEV76A76,2840854690-MBEV76A76,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 07:41:35 AM,11-12-2025,AXNPN34554189917,20.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765370937100,MA251210269-MI1765370937100,,,,T2512101819065075641274,232612538740,Goa-MA251210269,Goa-MA251210269,2840305141-MBEV86A86,2840305141-MBEV86A86,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:19:11 PM,11-12-2025,AXNPN34554189917,10.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765330459852,VS251209253-MI1765330459852,,,,T2512100704444834926466,597115478124,Goa-VS251209253,Goa-VS251209253,2840304442-VSDEV39A,2840304442-VSDEV39A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 07:04:50 AM,11-12-2025,AXNPN34554189917,288.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765365722681,VS251210337-MI1765365722681,,,,T2512101652131095952659,115423105882,Goa-VS251210337,Goa-VS251210337,2840305505-VSD58A58,2840305505-VSD58A58,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 04:52:13 PM,11-12-2025,AXNPN34554189917,16.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765369361653,PN251210188-MI1765369361653,,,,T2512101752529822792935,115426905180,Goa-PN251210188,Goa-PN251210188,2840303787-15A15,2840303787-15A15,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 05:52:53 PM,11-12-2025,AXNPN34554189917,129.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765336636876,VS251209253-MI1765336636876,,,,T2512100847282802150086,534400367367,Goa-VS251209253,Goa-VS251209253,2840304442-VSDEV39A,2840304442-VSDEV39A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 08:47:28 AM,11-12-2025,AXNPN34554189917,48.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765340037805,VS251209253-MI1765340037805,,,,T2512100944093220150530,534451329007,Goa-VS251209253,Goa-VS251209253,2840304442-VSDEV39A,2840304442-VSDEV39A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 09:44:09 AM,11-12-2025,AXNPN34554189917,48.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765353810233,PN251209494-MI1765353810233,,,,T2512101333439087512811,534415334151,Goa-PN251209494,Goa-PN251209494,2840303626-32A32,2840303626-32A32,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 01:33:43 PM,11-12-2025,AXNPN34554189917,45.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765356045628,PO251208358-MI1765356045628,,,,T2512101411044309123395,534446074364,Goa-PO251208358,Goa-PO251208358,2840308681-PR61A61,2840308681-PR61A61,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 02:11:04 PM,11-12-2025,AXNPN34554189917,17.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765376973918,VS251210280-MI1765376973918,,,,T2512101959412211964792,571091529806,Goa-VS251210280,Goa-VS251210280,2840305165-VSDEV45A45,2840305165-VSDEV45A45,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 07:59:41 PM,11-12-2025,AXNPN34554189917,35.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765363998901,PN251210425-MI1765363998901,,,,T2512101623490730639833,571026907600,Goa-PN251210425,Goa-PN251210425,2840308319-EV71A71,2840308319-EV71A71,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 04:23:49 PM,11-12-2025,AXNPN34554189917,70.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765327202133,MA251209476-MI1765327202133,,,,T2512100610150162378648,534440062232,Goa-MA251209476,Goa-MA251209476,2840309028-MB19A,2840309028-MB19A,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 06:10:15 AM,11-12-2025,AXNPN34554189917,165.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765342244225,PN251209220-MI1765342244225,,,,T2512101021004172212275,534448186094,Goa-PN251209220,Goa-PN251209220,2840249414-3A4,2840249414-3A4,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 10:21:00 AM,11-12-2025,AXNPN34554189917,65.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765354124794,PN251210366-MI1765354124794,,,,T2512101338549233089197,571063796003,Goa-PN251210366,Goa-PN251210366,2840308370-EV37A37,2840308370-EV37A37,PhonePe Private Limited,UPI_WALLET_FULFILMENT,10-12-2025,10-12-2025 01:38:54 PM,11-12-2025,AXNPN34554189917,10.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765367608532,VS251209469-MI1765367608532,,,,T2512101723400428298162,115424960576,Goa-VS251209469,Goa-VS251209469,2840304144-71A VSC,2840304144-71A VSC,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 05:23:40 PM,11-12-2025,AXNPN34554189917,10.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765364754613,PN251209494-MI1765364754613,,,,T2512101636167536644506,115422242719,Goa-PN251209494,Goa-PN251209494,2840303626-32A32,2840303626-32A32,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 04:36:16 PM,11-12-2025,AXNPN34554189917,50.0,0.0,0.0,0.0,0.0
PAYMENT,TX1765362324946,MA251210344-MI1765362324946,,,,T2512101555356930867284,534447150199,Goa-MA251210344,Goa-MA251210344,2840840920-MBEV78A78,2840840920-MBEV78A78,PhonePe Private Limited,UPI_FULFILMENT,10-12-2025,10-12-2025 03:55:35 PM,11-12-2025,AXNPN34554189917,20.0,0.0,0.0,0.0,0.0
